CellId,CellIdNc,intensity
LF31A58C,LF31A59C,0.0274966666666667
LF31A58C,LF31J11B,0.0844366666666667
LF31A58C,LF31A89B,0.03105
LF31A58C,LF31A89A,0.0322733333333333
LF31A58C,LF31A58A,0.68937
LF31A58C,LF31A58B,0.462756666666667
LD31G79A,LD31H40B,0.0893866666666667
LD31G79A,LD31D58A,0.01807
LD31G79A,LD31G75A,0.110183333333333
LD31G79A,LD31G75C,0.08287
LD31G79A,LD31N08A,0.0256033333333333
LD31G79A,LD31F47B,0.04999
LD31G79A,LD31P97A,0.0715333333333333
LD31G79A,LD31G79B,0.112493333333333
LD31G79A,LD31Q09C,0.0270833333333333
LD31F51F,LD31F51E,0.0978666666666667
LD31F51F,LD31F53E,0.09267
LD31F53F,LD31Q62E,0.0848966666666667
LD31F53F,LD31F51F,0.122876666666667
LD31F53F,LD31F53E,0.267546666666667
LD31F53F,LD31F53D,0.13195
LD31F53E,LD31F51E,0.0273133333333333
LD31F53E,LD31F51F,0.02929
LD31F53E,LD31F53F,0.0826633333333333
LD31O32A,LD31K31A,0.0349366666666667
LD31O32A,LD31H09A,0.0872766666666667
LD31O32A,LD31H09C,0.0277166666666667
LD31F53D,LD31K41D,0.199276666666667
LD31F53D,LD31A91F,0.179913333333333
LD31F53D,LD31K58C,0.0639266666666667
LD31F53D,LD31K57E,0.23954
LD31F53D,LD31K57D,0.09525
LD31F53D,LD31Q62F,0.0205933333333333
LD31F53D,LD31Q62E,0.207613333333333
LD31F53D,LD31Q62D,0.0621333333333333
LD31F53D,LD31F51D,0.0256033333333333
LD31F53D,LD31D58E,0.17356
LD31F53D,LD31F53F,0.375313333333333
LD31F53D,LD31F53E,0.0902133333333333
LD31F53D,LD31N85D,0.212556666666667
LD31F53D,LD31J29D,0.0412533333333333
LD31F53D,LD31J29F,0.09544
LD31F53D,LD31A91E,0.203373333333333
LD31H25B,LD31J35E,0.10305
LD31H25B,LD31O33A,0.111323333333333
LD31H25B,LD31G81F,0.102853333333333
LD31H25B,LD31A59C,0.13229
LD31H25B,LD31H84A,0.109706666666667
LD31H25B,LD31N80A,0.02782
LD31H25B,LD31O34A,0.0296766666666667
LD31H25B,LD31H45D,0.160396666666667
LD31H25B,LD31H45E,0.190906666666667
LD31H25B,LD31J11E,0.0469966666666667
LD31Q09C,LD3AG28A,0.0268133333333333
LD31Q09C,LD31K31A,0.109093333333333
LD31Q09C,LD31K31B,0.02511
LD31Q09C,LD31A39A,0.117713333333333
LD31Q09C,LD31Q09B,0.09319
LD31Q09C,LD31Q09A,0.111633333333333
LD31A89D,LD31J35F,0.0628666666666667
LD31A89D,LD31N88E,0.04614
LD31A89D,LD31A58F,0.0855366666666667
LD31A89D,LD31A59C,0.0251266666666667
LD31A89D,LD31C47D,0.0274966666666667
LD31A89D,LD31A89E,0.3313
LD31A89D,LD31J11E,0.371036666666667
LD31Q09B,LD31N88C,0.0913566666666667
LD31Q09B,LD31N88A,0.0212233333333333
LD31Q09B,LD31K31A,0.0151366666666667
LD31Q09B,LD31K14C,0.0689166666666667
LD31Q09B,LD31G67A,0.06005
LD31Q09B,LD31Q09A,0.377763333333333
LD31Q09A,LD31K31A,0.0421433333333333
LD31Q09A,LD31K14C,0.09878
LD31Q09A,LD31Q09C,0.0867233333333333
LD31Q09A,LD31Q09B,0.227296666666667
LD31F69B,LD31A90C,0.30635
LD31F69B,LD31A90B,0.10991
LD31F69B,LD31I67B,0.0278533333333333
LD31H45D,LD31O33A,0.05686
LD31H45D,LD31G81F,0.05987
LD31H45D,LD31H84A,0.0580866666666667
LD31H45D,LD31N80A,0.0289966666666667
LD31H45D,LD31H45E,0.0876733333333333
LF31N92B,LF31F57B,0.03253
LD31H45F,LD31J35E,0.02412
LD31H45F,LD31H84B,0.41265
LD31H45F,LD31H84A,0.352143333333333
LD31H45F,LD31H45E,0.0834833333333333
LD31A89E,LD31N88E,0.110446666666667
LD31A89E,LD31A58F,0.11931
LD31A89E,LD31A59C,0.115433333333333
LD31A89E,LD31A89D,0.0905833333333333
LD31A89E,LD31J11E,0.107373333333333
LD31H45E,LD31O33A,0.0579133333333333
LD31H45E,LD31G81F,0.157903333333333
LD31H45E,LD31H84A,0.114776666666667
LD31H45E,LD31N80A,0.08204
LD31H45E,LD31H25B,0.254473333333333
LD31H45E,LD31H45D,0.519786666666667
LD31A58C,LD31L51B,0.0186866666666667
LD31A58C,LD31J11B,0.03255
LD31A58C,LD31A89B,0.03255
LD31A58C,LD31A58B,0.17913
LD31A58C,LD31A58A,0.07063
LD31A58B,LD31L51B,0.0292333333333333
LD31A58B,LD31A58C,0.05625
LD31J09F,LD31K41D,0.09037
LD31J09F,LD31A91F,0.0920666666666667
LD31J09F,LD31F59D,0.0905033333333333
LD31J09F,LD31K57E,0.0893133333333333
LD31J09F,LD31K57F,0.08856
LD31J09F,LD31K57D,0.08517
LD31J09F,LD31F51E,0.05516
LD31J09F,LD31A91E,0.0962366666666667
LD31J11E,LD31J35F,0.03671
LD31J11E,LD31A58F,0.19074
LD31J11E,LD31A59C,0.11685
LD31J11E,LD31A89D,0.19626
LD31J11E,LD31A89E,0.179963333333333
LD31J11E,LD31J09E,0.103886666666667
LD31J30C,LD31J30B,0.0318266666666667
LD31J30C,LD31C47B,0.259333333333333
LD31J30C,LD31H09B,0.02139
LD31J30C,LD31H09A,0.0509133333333333
LD31J30C,LD31H09C,0.0196533333333333
LD31J30C,LD31O32A,0.0525033333333333
LD31J29D,LD31K58C,0.0309333333333333
LD31J29D,LD31N85D,0.0232166666666667
LD31J29D,LD31J29E,0.02957
LD31F75B,LD31N88B,0.0637233333333333
LD31F75B,LD31N88A,0.07348
LD31F75B,LD31J30B,0.120813333333333
LD31F75B,LD31H12A,0.105766666666667
LD31F75B,LD31H12B,0.0823766666666667
LD31F75B,LD31H12C,0.14599
LD31F75B,LD31A89A,0.0722233333333333
LF31K41B,LF31K57B,0.0600466666666667
LF31K41B,LF31F53B,0.06326
LF31K41B,LF31K56C,0.0314133333333333
LF31K41B,LF31F57B,0.0655966666666667
LD31A91E,LD31K41D,0.11728
LD31A91E,LD31A91F,0.16865
LD31A91E,LD31K57E,0.0955333333333333
LD31A91E,LD31K57F,0.0407566666666667
LD31A91E,LD31K57D,0.0480966666666667
LD31A91E,LD31F51E,0.08134
LD31A91E,LD31F51D,0.0542533333333333
LD31A91E,LD31J09F,0.0460666666666667
LD31A91E,LD31J29D,0.02789
LD31A91E,LD31J29F,0.02332
