CellId,CellIdNc,intensity
LF31I67B,LF31L11A,0.102693333333333
LD31A92A,LD31K57B,0.204853333333333
LD31A92A,LD31A92C,0.04096
LD31A92A,LD31A92B,0.28408
LD31A92A,LD31N59A,0.209883333333333
LD31A92A,LD31C47C,0.328996666666667
LD31A92A,LD31J09C,0.0757933333333333
LD31A92B,LD31A92C,0.0300133333333333
LD31A92B,LD31A92A,0.0304866666666667
LD31A92B,LD31N59A,0.0316766666666667
LF31A39B,LF31N08B,0.0833266666666667
LF31A39B,LF31H12C,0.03013
LF31A39B,LF31A39C,0.0591433333333333
LF31A39B,LF31A39A,0.0516766666666667
LF31A39B,LF31Q09C,0.02493
LF31A39C,LF31K31A,0.02291
LF31A39C,LF31A39B,0.0327033333333333
LF31A39C,LF31A39A,0.286263333333333
LF31A39C,LF31H10B,0.02746
LF31A39C,LF31Q09C,0.0277533333333333
LF31A39A,LF31A39B,0.0268933333333333
LF31A39A,LF31A39C,0.03073
LF31A39A,LF31Q09C,0.0228033333333333
LD31B50C,LD31N06C,0.0913566666666667
LD31B50C,LD31H07A,0.0752733333333333
LD31B50C,LD31J35B,0.07466
LD31B50C,LD31B50B,0.110133333333333
LD31B50C,LD31B50A,0.07966
LD31B50C,LD31N88A,0.06579
LD31B50C,LD31H45B,0.0817633333333333
LD31B50C,LD31G67B,0.52775
LD31B50C,LD31G67C,0.192576666666667
LD31B50C,LD31H12B,0.123753333333333
LD31B50C,LD31H09A,0.09488
LD31B50B,LD31J65C,0.14299
LD31B50B,LD31B50C,0.0915633333333333
LD31B50B,LD31B50A,0.0423566666666667
LD31E01C,LD31A90B,0.325043333333333
LD31E01C,LD31E01B,0.859206666666667
LD31E01C,LD31E01A,0.0225366666666667
LD31E01C,LD31E98C,0.276093333333333
LD31E01C,LD31H24A,0.14094
LD31E01C,LD31L51A,0.51579
LD31E01C,LD31L51B,0.0507233333333333
LD31E01C,LD31F65C,0.0495166666666667
LD31E01C,LD31H25A,0.16451
LD31E01C,LD31H25C,0.122646666666667
LD31F53A,LD31F53B,0.0538533333333333
LD31F53A,LD31N92B,0.0471433333333333
LD31F53A,LD31N68B,0.0489766666666667
LD31F53C,LD31F51C,0.0677833333333333
LD31F53C,LD31F51A,0.0497133333333333
LD31F53C,LD31F53A,0.0450933333333333
LD31F53C,LD31F53B,0.0709966666666667
LD31F53C,LD31Q62B,0.04823
LD31E01B,LD31E01C,0.231036666666667
LD31E01B,LD31E01A,0.06699
LD31E01B,LD31E98C,0.103536666666667
LD31E01A,LD31N06B,0.0546533333333333
LD31E01A,LD31J65C,0.0923433333333333
LD31E01A,LD31B50B,0.0464366666666667
LD31E01A,LD31F65C,0.0220533333333333
LD31G81E,LD31J65B,0.09881
LD31G81E,LD31G81F,0.462113333333333
LD31G81E,LD31N80B,0.0165533333333333
LD31G81E,LD31N80A,0.278206666666667
LD31G81E,LD31D27B,0.0294866666666667
LD31G81E,LD31D27C,0.1125
LD31G81E,LD31C30D,0.11768
LD31G81E,LD31C30F,0.02685
LD31G81F,LD31O33A,0.16028
LD31G81F,LD31G81E,0.09618
LD31G81F,LD31H84A,0.391683333333333
LD31G81F,LD31N80A,0.151963333333333
LD31G81F,LD31H25B,0.0582066666666667
LD31G81F,LD31C30D,0.0508366666666667
LD31G81F,LD31C30E,0.05245
LD31G81F,LD31H45D,0.0555666666666667
LD31G81F,LD31H45E,0.0247666666666667
LD31A95D,LD31N59F,0.20199
LD31A95D,LD31F59D,0.0563966666666667
LD31A95D,LD31A95F,0.33189
LD31A95D,LD31A95E,0.122633333333333
LF31O26A,LF31H25A,0.30111
LF31O26A,LF31H25B,0.08122
LF31O26A,LF31O26C,0.100533333333333
LF31O26A,LF31O26B,0.16878
LF31O26A,LF31A90A,0.0335566666666667
LF31O26A,LF31A90B,0.09758
LD31A95F,LD31A95D,0.147163333333333
LD31A95F,LD31F51E,0.129436666666667
LD31A58F,LD31N59E,0.0258633333333333
LD31A58F,LD31A89D,0.0318833333333333
LD31A58F,LD31J09E,0.0219433333333333
LD31A58F,LD31J11E,0.10972
LD31A59C,LD31O26B,0.19118
LD31A59C,LD31O26A,0.212016666666667
LD31A59C,LD31A90A,0.772613333333333
LD31A59C,LD31A59B,0.54462
LD31A59C,LD31A59A,0.508466666666667
LD31A59C,LD31H25B,0.559363333333333
LD31A59B,LD31G83A,0.04574
LD31A59B,LD31G83B,0.0191733333333333
LD31A59B,LD31A59A,0.05536
LD31A59A,LD31O26A,0.01782
LD31A59A,LD31A90A,0.0572366666666667
LD31A59A,LD31G83A,0.111146666666667
LD31A59A,LD31A59C,0.6715
LD31A59A,LD31A59B,0.0570933333333333
LD31D58B,LD31K57B,0.05967
LD31D58B,LD31A92C,0.0251566666666667
LD31D58B,LD31A92A,0.0232166666666667
LD31D58B,LD31D58A,0.0546233333333333
LD31D58B,LD31C47C,0.0830366666666667
LD31D58B,LD31J09C,0.0457466666666667
LD31N88B,LD31N88C,0.0848466666666667
LD31N88B,LD31N88A,0.107553333333333
LD31N88B,LD31A89B,0.05671
LD31N88B,LD31A89A,0.0561666666666667
LD31N88A,LD31B50C,0.101473333333333
LD31N88A,LD31N88B,0.03516
LD31N88A,LD31N88C,0.59453
LD31N88A,LD31G67C,0.03028
LD31N88A,LD31H12B,0.194486666666667
LD31N88A,LD31H12C,0.0311266666666667
LD31N88A,LD31Q09B,0.0835466666666667
LD31H45A,LD31H95B,0.0571033333333333
LD31H45A,LD31B50C,0.0283
LD31H45A,LD31B50B,0.0577033333333333
LD31H45A,LD31H45B,0.09226
LD31H45A,LD31N80C,0.0289366666666667
LD31H45A,LD31G81C,0.0289366666666667
LD31E64C,LD31C30A,0.04585
LD31E64C,LD31J65C,0.0306533333333333
LD31E64C,LD31J65A,0.09259
LD31E64C,LD31G81B,0.04899
LD31N59A,LD31A92C,0.09148
LD31N59A,LD31A92A,0.108316666666667
LD31N59A,LD31A92B,0.224223333333333
LD31N59A,LD31C47C,0.111246666666667
LF31F53B,LF31K56C,0.02929
LF31F53B,LF31C08B,0.0256466666666667
LF31F53B,LF31C08A,0.02869
LF31F53B,LF31N92B,0.05663
LF31F53B,LF31F57B,0.0930166666666667
LF31F53B,LF31K41B,0.0298366666666667
LD31H84B,LD31H84A,0.471666666666667
LD31H84B,LD31H45F,0.133036666666667
LD31H84A,LD31O33A,0.132616666666667
LD31H84A,LD31G81F,0.300053333333333
LD31H84A,LD31H84B,0.2705
LD31H84A,LD31H25B,0.0611566666666667
LD31H84A,LD31H45D,0.0728166666666667
LD31K31A,LD3AG28A,0.139193333333333
LD31K31A,LD31K31B,0.56204
LD31K31A,LD31A39A,0.184746666666667
LD31K31A,LD31O32A,0.284093333333333
LD31K31A,LD31Q09C,0.324763333333333
LD31K31A,LD31Q09B,0.0938966666666667
LF31K56C,LF31K57B,0.285396666666667
LF31K56C,LF31K57A,0.20578
LF31K56C,LF31F51B,0.156546666666667
LF31K56C,LF31F59B,0.18375
LF31K56C,LF3AI66A,0.0556533333333333
LF31K56C,LF31C47B,0.0791033333333333
LF31K56C,LF31K56A,0.15876
LF31K56C,LF31D58A,0.363733333333333
LF31K56C,LF31D58B,0.109366666666667
LF31K56C,LF31K41B,0.46883
LD31K31B,LD31K31A,0.31762
LD31K31B,LD31G75A,0.120663333333333
LD31K31B,LD31Q09C,0.02768
LE3AG89C,LE3AH94B,0.031
LE3AG89C,LE3AG89A,0.0299533333333333
LE3AG89C,LE3AG89B,0.0615533333333333
LF31E01A,LF31E98C,0.0667166666666667
LF31E01A,LF31E01B,0.07718
LF31E01A,LF31A59B,0.129
LD31J30B,LD31J35C,0.0204766666666667
LD31J30B,LD31C47B,0.160393333333333
LD31J30B,LD31A89C,0.327596666666667
LD31J30B,LD31A89A,0.195473333333333
LD31J30B,LD31H09B,0.0280666666666667
LD31J30B,LD31J30C,0.238213333333333
LD31J30B,LD31F75B,0.17064
LD31N80A,LD31G81E,0.398556666666667
LD31N80A,LD31G81F,0.115086666666667
LD31N80A,LD31H84A,0.0478833333333333
LD31N80A,LD31N80B,0.12525
LD31N80A,LD31C30E,0.0481866666666667
LD31N80A,LD31C30F,0.0438933333333333
LD31K57E,LD31K41D,0.03155
LD31K57E,LD31A91F,0.0293466666666667
LD31K57E,LD31K57F,0.0308133333333333
LD31K57E,LD31K57D,0.0287533333333333
LD31K57E,LD31C47F,0.0496166666666667
LD31K57E,LD31D58E,0.0468833333333333
LD31K57E,LD31J09F,0.0811366666666667
LD31K57E,LD31A91E,0.0308133333333333
LD31K57D,LD31K41D,0.0314833333333333
LD31K57D,LD31F59D,0.0314833333333333
LD31K57D,LD31F51E,0.0317966666666667
LF31A59A,LF31G83C,0.0487866666666667
LF31A59A,LF31A59B,0.05794
LF31A93B,LF31I67B,0.0683633333333333
LF31A93B,LF31A90C,0.02238
LF31A93B,LF31L11A,0.19638
LF31A93B,LF3AI69A,0.280826666666667
LD31A91C,LD31K57A,0.0630333333333333
LD31A91C,LD31K57B,0.0459766666666667
LD31A91C,LD31F51B,0.112776666666667
LD31A91C,LD31F53A,0.02637
LD31A91C,LD31K41A,0.122663333333333
LD31A91C,LD31D58B,0.04676
LD31A91C,LD31A91B,0.31453
LD31A91C,LD31C47C,0.06102
LD31A91C,LD31J29C,0.0372233333333333
LD31A91C,LD31J30C,0.0622166666666667
LD31C47A,LD31C47B,0.261946666666667
LD31C47A,LD31H09B,0.100773333333333
LD31C47A,LD31H09A,0.0286266666666667
LD31C47A,LD31H09C,0.48878
LD31C47B,LD31A92C,0.03732
LD31C47B,LD31J30B,0.481873333333333
LD31C47B,LD31C47A,0.224653333333333
LD31C47B,LD31H09B,0.08731
LD31C47B,LD31H09A,0.0249733333333333
LD31C47B,LD31O32A,0.0266933333333333
LD31C47B,LD31J30A,0.0606866666666667
LD31C47B,LD31J30C,0.445373333333333
LD31C47C,LD31K57C,0.0580833333333333
LD31C47C,LD31K57A,0.26778
LD31C47C,LD31K57B,0.131966666666667
LD31C47C,LD31A92C,0.344763333333333
LD31C47C,LD31A92A,0.122726666666667
LD31C47C,LD31A92B,0.292056666666667
LD31C47C,LD31D58B,0.0614633333333333
LD31C47C,LD31D58A,0.0283666666666667
LD31C47C,LD31N59C,0.0226166666666667
LD31C47C,LD31A91B,0.0287833333333333
LD31C47C,LD31A91C,0.0532533333333333
LD31C47C,LD31C47B,0.0220533333333333
LD31C47C,LD31J09C,0.12446
LD31C47C,LD31J30C,0.0579166666666667
LD31A39A,LD31K31A,0.184106666666667
LD31A39A,LD31Q09C,0.19363
LF31J35B,LF31H25A,0.0318566666666667
LF31J35B,LF31A59C,0.0299033333333333
LF31J35B,LF31G67C,0.0546766666666667
LF31J35B,LF31G67B,0.0242166666666667
LF31J35B,LF31A89A,0.0552866666666667
LF31J35B,LF31A58A,0.0614933333333333
LF31J35B,LF31A58B,0.0552366666666667
LF31L11A,LF31I67B,0.125386666666667
LF31L11A,LF31A90B,0.03112
LF31L11A,LF31A90C,0.07261
LF31L11A,LF31A93B,0.167233333333333
LF31L11A,LF3AI69A,0.02928
LD31Q62F,LD31K58C,0.42238
LD31Q62F,LD31C11E,0.0276433333333333
LD31Q62F,LD31Q62E,0.22863
LD31Q62F,LD31F53D,0.383773333333333
LD31Q62F,LD31N85D,0.150806666666667
LF31J11B,LF31I67C,0.02327
LF31J11B,LF31I67A,0.02981
LF31J11B,LF31I67B,0.0175066666666667
LF31J11B,LF31A89B,0.0252033333333333
LD31Q62E,LD31K58C,0.185903333333333
LD31Q62E,LD31Q62F,0.495116666666667
LD31Q62E,LD31F53D,0.526186666666667
LD31G75A,LD31K31A,0.113116666666667
LD31G75A,LD31K31B,0.225126666666667
LD31G75A,LD31G75B,0.0816933333333333
LD31G75A,LD31G75C,0.22682
LD31G75A,LD31G79A,0.02135
LD31G75A,LD31Q09C,0.0414666666666667
LD31G75B,LD31H07A,0.131976666666667
LD31G75B,LD31G75A,0.0545766666666667
LD31G75B,LD31G75C,0.0656433333333333
LD31G75C,LD31K31B,0.0196533333333333
LD31G75C,LD31G75A,0.18071
LD31G75C,LD31P97A,0.02545
LD31G75C,LD31G79B,0.0663733333333333
LD31G75C,LD31G79A,0.126813333333333
LD31I67A,LD31A92A,0.0979533333333333
LD31I67A,LD31A92B,0.04877
LD31I67A,LD31I67B,0.26509
LD31I67A,LD31L11A,0.356333333333333
LD31I67A,LD31J09B,0.702873333333333
LD31I67A,LD31L51B,0.78879
LD31I67A,LD31J11C,0.114606666666667
LD31I67A,LD31J11B,1.00087
LD31I67A,LD31J11A,0.124046666666667
LD31I67A,LD31A58C,0.21438
LD31I67B,LD31I67A,0.147236666666667
LD31I67B,LD31L11A,0.09128
LD31G67B,LD31H07A,0.0142233333333333
LD31G67B,LD31J35C,0.02359
LD31G67B,LD31J35B,0.08145
LD31G67B,LD31B50C,0.171803333333333
LD31G67B,LD31G67C,0.156476666666667
LD31G67B,LD31H09A,0.02645
LD31G67B,LD31A58A,0.02502
LD31L11A,LD31A93B,0.34032
LD31L11A,LD31A90C,0.435173333333333
LD31L11A,LD31A90B,0.15174
LD31L11A,LD31G53A,0.127916666666667
LD31L11A,LD31G53B,0.14403
LD31L11A,LD31I67A,0.177306666666667
LD31L11A,LD31I67B,0.0540566666666667
LD31L11A,LD31L11B,0.0708566666666667
LD31L11A,LD31L11C,0.0480933333333333
LF31C08B,LF31N85A,0.03475
LF31C08B,LF31N85C,0.0395166666666667
LF31C08B,LF31F53B,0.0137
LF31C08B,LF31K10A,0.0163
LF31C08B,LF31C08C,0.0427266666666667
LD31F51E,LD31A95F,0.07161
LD31F51E,LD31F51F,0.169923333333333
LD31F51E,LD31F53E,0.09969
LD31J09C,LD31K57C,0.08757
LD31J09C,LD31K57B,0.551913333333333
LD31J09C,LD31A92C,0.07124
LD31J09C,LD31A92B,0.0379233333333333
LD31J09C,LD31C47C,0.128126666666667
LD31J09C,LD31J09B,0.10976
LD31J09B,LD31K57B,0.200766666666667
LD31J09B,LD31A92A,0.06811
LD31J09B,LD31A94B,0.0250966666666667
LD31J09B,LD31I67A,0.444126666666667
LD31J09B,LD31J09C,0.165583333333333
LD31J09B,LD31J09A,0.538586666666667
LD31J09B,LD31L51B,0.341573333333333
LD31J09B,LD31J11C,0.18475
LD31J09B,LD31J11B,0.11163
LD31J09B,LD31J11A,0.18526
LD31J09B,LD31A58C,0.0864366666666667
LD31E98A,LD31G83C,0.0800066666666667
LD31E98A,LD31E98C,0.0386066666666667
LD31E98C,LD31N06B,0.0275333333333333
LD31E98C,LD31A90B,0.04881
LD31E98C,LD31G83C,0.453663333333333
LD31E98C,LD31E01C,0.332533333333333
LD31E98C,LD31E01B,0.34401
LD31E98C,LD31E01A,0.0715633333333333
LD31E98C,LD31E98A,0.237616666666667
LD31E98C,LD31L51A,0.18859
LD31E98C,LD31F50A,0.11009
LD31E98C,LD31F50C,0.09552
LF31G67B,LF31H45C,0.0713933333333333
LF31G67B,LF31H12B,0.04665
LF31G67B,LF31J35C,0.0708933333333333
LF31G67B,LF31G67C,0.06872
LF31G67B,LF31B50C,0.0376133333333333
LF31G67B,LF31H84A,0.0519366666666667
LE3AC06-1A,LE3AB26A,0.14833
LE3AC06-1A,LE3AC06-1B,0.11241
LE3AC06-1A,LE3AC06-2A,0.0469933333333333
LE3AC06-1B,LE3AB26A,0.05805
LE3AC06-1B,LE3AC06-1A,0.0561566666666667
LE3AC06-1B,LE3AC06-2A,0.05318
LD31H12A,LD31H12B,0.07503
LD31H12A,LD31H12C,0.54989
LD31H12A,LD31H09A,0.0766466666666667
LD31H12A,LD31J30C,0.0767
LD31H12A,LD31D96C,0.0510033333333333
LD31H12B,LD31N88A,0.125743333333333
LD31H12B,LD31H12C,0.102886666666667
LD31H12C,LD31H12A,0.39091
LD31H12C,LD31H12B,0.35428
LD31H12C,LD31H09A,0.123916666666667
LD31H12C,LD31F75B,0.0855366666666667
LE3AE22A,LE3AD13A,0.0267733333333333
LE3AE22A,LE3AD13D,0.02412
LD31N08A,LD31H40C,0.0657633333333333
LD31N08A,LD31H40B,0.19658
LD31N08A,LD31F47B,0.242363333333333
LD31N08A,LD31F47C,0.158213333333333
LD31N08A,LD31P97A,0.04405
LD31N08A,LD31G79A,0.02498
LD31J29A,LD31H07B,0.412023333333333
LD31J29A,LD31H07C,0.117173333333333
LD31J29A,LD31K58B,0.0958333333333333
LD31J29A,LD31N85B,0.05434
LD31J29A,LD31A91A,0.106476666666667
LD31J29A,LD31C47A,0.0749266666666667
LD31J29A,LD31J29B,0.163986666666667
LD31F47B,LD31H07A,0.387356666666667
LD31F47B,LD31H07B,0.0915866666666667
LD31F47B,LD31H07C,0.303763333333333
LD31F47B,LD31G75B,0.100576666666667
LD31F47B,LD31F47C,0.468056666666667
LD31F47C,LD31N08A,0.07173
LD31F47C,LD31F47B,0.22473
LD31P97A,LD31H40B,0.08214
LD31P97A,LD31H40A,0.124126666666667
LD31P97A,LD31D59B,0.138686666666667
LD31P97A,LD31H06A,0.0695566666666667
LD31P97A,LD31P97B,0.18399
LD31P97A,LD31C11B,0.107826666666667
LD31P97B,LD31H40A,0.02227
LD31P97B,LD31H06A,0.02332
LD31P97B,LD31P97A,0.0498533333333333
LD31P97B,LD31C11B,0.0659133333333333
LF31E64C,LF31C30A,0.03158
LD31C47F,LD31K41D,0.0311266666666667
LD31C47F,LD31A91F,0.102676666666667
LD31C47F,LD31A91D,0.0524033333333333
LD31C47F,LD31K57E,0.07551
LD31C47F,LD31K57D,0.0243133333333333
LD31C47F,LD31D58E,0.11502
LD31C47F,LD31D58D,0.03215
LD31C47F,LD31N85D,0.0238266666666667
LD31C47F,LD31J09F,0.07466
LD31C47F,LD31A91E,0.07957
LD31P97E,LD31K58A,0.15138
LD31P97E,LD31C11E,0.09279
LD31P97E,LD31H40D,0.11043
LD31P97E,LD31H40F,0.0904533333333333
LD31P97E,LD31P97D,0.04853
LD31J29B,LD31C47A,0.05771
LD31J29B,LD31C47B,0.0224833333333333
LD31J29B,LD31J29A,0.184423333333333
LD31J29B,LD31H09C,0.05286
LD31L51A,LD31F51B,0.24118
LD31L51A,LD31A90C,0.0289366666666667
LD31L51A,LD31A90B,0.56894
LD31L51A,LD31E01C,0.217176666666667
LD31L51A,LD31L51B,0.345186666666667
LD31L51A,LD31H25A,0.115723333333333
LD31L51A,LD31H25C,0.0135666666666667
LD31L51A,LD31F69B,0.05907
LD31L51B,LD31A90C,0.1624
LD31L51B,LD31A90B,0.39191
LD31L51B,LD31E01C,0.20555
LD31L51B,LD31G67B,0.126976666666667
LD31L51B,LD31A58C,0.05798
LD31L51B,LD31A58B,0.24312
LD31J11B,LD31N88B,0.0627533333333333
LD31J11B,LD31N88C,0.02821
LD31J11B,LD31J30B,0.0501666666666667
LD31J11B,LD31I67A,0.463896666666667
LD31J11B,LD31I67B,0.01838
LD31J11B,LD31J09B,0.0564966666666667
LD31J11B,LD31L51B,0.175853333333333
LD31J11B,LD31A89B,0.29955
LD31J11B,LD31A89C,0.122303333333333
LD31J11B,LD31A58C,0.30629
LD31A93E,LD31A93F,0.0801
LF31A89B,LF31J11B,0.0755166666666667
LF31A89B,LF31N88B,0.08261
LF31A89B,LF31A89A,0.0832166666666667
LD31A93F,LD31N59E,0.16063
LD31A93F,LD31A93D,0.16217
LD31A93F,LD31A93E,0.231466666666667
LD31A89B,LD31N88B,0.136646666666667
LD31A89B,LD31J11B,0.23218
LD31A89B,LD31A89A,0.200276666666667
LD31A89A,LD31J35C,0.17102
LD31A89A,LD31N88B,0.19313
LD31A89A,LD31J30B,0.272736666666667
LD31A89A,LD31J11B,0.05044
LD31A89A,LD31A89B,0.475433333333333
LD31A89A,LD31A89C,0.131546666666667
LD31A89A,LD31F75B,0.0878133333333333
LD31H09B,LD31H09A,0.0806933333333333
LD31H09B,LD31H09C,0.05515
LD31H09B,LD31J30C,0.0474566666666667
LF31A58A,LF31J35B,0.0748466666666667
LF31A58A,LF31G67C,0.02547
LF31A58A,LF31G67B,0.02547
LF31A58A,LF31A89A,0.0265333333333333
LF31A58A,LF31A58B,0.10223
LF31A58A,LF31A58C,0.0313633333333333
LD31H09A,LD31H07A,0.0406733333333333
LD31H09A,LD31C47B,0.30178
LD31H09A,LD31H12A,0.130063333333333
LD31H09A,LD31H12C,0.209333333333333
LD31H09A,LD31H09B,0.167323333333333
LD31H09A,LD31H09C,0.226243333333333
LD31H09A,LD31O32A,0.0409933333333333
LD31H09A,LD31J30A,0.01881
LD31H09A,LD31J30C,0.208663333333333
LF31A58B,LF31J35B,0.082
LF31A58B,LF31A58A,0.0786633333333333
LD31H09C,LD31H07A,0.89925
LD31H09C,LD31K31A,0.0291733333333333
LD31H09C,LD31K31B,0.189573333333333
LD31H09C,LD31C47A,0.14396
LD31H09C,LD31F47B,0.0793733333333333
LD31H09C,LD31F47C,0.05385
LD31H09C,LD31H09B,0.0571933333333333
LD31H09C,LD31H09A,0.620186666666667
LF31A58C,LF31E67A,0.0108333333333333
LF31A58C,LF31I67C,0.295146666666667
