CellId, SiteId, PCI, EARFCN, PlanFlag
LF31A01A,LF31A01-F38400,49,38400,0
LF31A01B,LF31A01-F38400,48,38400,0
LF31A01C,LF31A01-F38400,50,38400,0
LF31A02A,LF31A02-F38400,54,38400,0
LF31A02B,LF31A02-F38400,55,38400,0
LF31A02C,LF31A02-F38400,56,38400,0
LD31A03A,LD31A03-F37900,63,37900,0
LD31A03B,LD31A03-F37900,64,37900,0
LD31A03C,LD31A03-F37900,65,37900,0
LF31A03A,LF31A03-F38400,376,38400,0
LF31A03B,LF31A03-F38400,375,38400,0
LF31A03C,LF31A03-F38400,377,38400,0
LF31A05A,LF31A05-F38400,85,38400,0
LF31A05B,LF31A05-F38400,86,38400,0
LF31A05C,LF31A05-F38400,84,38400,0
LF31A06A,LF31A06-F38400,95,38400,0
LF31A06B,LF31A06-F38400,94,38400,0
LF31A06C,LF31A06-F38400,93,38400,0
LF31A07A,LF31A07-F38400,298,38400,0
LF31A07B,LF31A07-F38400,297,38400,0
LF31A07C,LF31A07-F38400,299,38400,0
LD31A08A,LD31A08-F37900,303,37900,0
LD31A08B,LD31A08-F37900,304,37900,0
LD31A08C,LD31A08-F37900,305,37900,0
LF31A08A,LF31A08-F38400,77,38400,0
LF31A08B,LF31A08-F38400,75,38400,0
LF31A08C,LF31A08-F38400,76,38400,0
LF31A09A,LF31A09-F38400,122,38400,0
LF31A09B,LF31A09-F38400,120,38400,0
LF31A09C,LF31A09-F38400,121,38400,0
LD31A10A,LD31A10-F37900,315,37900,0
LD31A10B,LD31A10-F37900,316,37900,0
LD31A10C,LD31A10-F37900,317,37900,0
LF31A10A,LF31A10-F38400,333,38400,0
LF31A10B,LF31A10-F38400,335,38400,0
LF31A10C,LF31A10-F38400,334,38400,0
LF31A11A,LF31A11-F38400,123,38400,0
LF31A11B,LF31A11-F38400,124,38400,0
LF31A11C,LF31A11-F38400,125,38400,0
LF31A12A,LF31A12-F38400,453,38400,0
LF31A12B,LF31A12-F38400,455,38400,0
LF31A12C,LF31A12-F38400,454,38400,0
LF31A13A,LF31A13-F38400,273,38400,0
LF31A13B,LF31A13-F38400,274,38400,0
LF31A13C,LF31A13-F38400,275,38400,0
LD31A14A,LD31A14-F37900,468,37900,0
LD31A14B,LD31A14-F37900,469,37900,0
LD31A14C,LD31A14-F37900,470,37900,0
LF31A14A,LF31A14-F38355,63,38355,0
LF31A14B,LF31A14-F38355,64,38355,0
LF31A14C,LF31A14-F38400,65,38400,0
LD31A16A,LD31A16-F37900,438,37900,0
LD31A16B,LD31A16-F37900,439,37900,0
LD31A16C,LD31A16-F37900,440,37900,0
LF31A16A,LF31A16-F38400,314,38400,0
LF31A16B,LF31A16-F38400,313,38400,0
LF31A16C,LF31A16-F38400,312,38400,0
LD31A19A,LD31A19-F37900,315,37900,0
LD31A19B,LD31A19-F37900,317,37900,0
LD31A19C,LD31A19-F37900,316,37900,0
LF31A19A,LF31A19-F38355,87,38355,0
LF31A19B,LF31A19-F38355,88,38355,0
LF31A19C,LF31A19-F38400,89,38400,0
LF31A20A,LF31A20-F38400,496,38400,0
LF31A20B,LF31A20-F38400,495,38400,0
LF31A20C,LF31A20-F38400,497,38400,0
LD31A21A,LD31A21-F37900,330,37900,0
LD31A21B,LD31A21-F37900,331,37900,0
LD31A21C,LD31A21-F37900,332,37900,0
LF31A21A,LF31A21-F38355,51,38355,0
LF31A21B,LF31A21-F38355,52,38355,0
LF31A21C,LF31A21-F38355,53,38355,0
LF31A22A,LF31A22-F38400,148,38400,0
LF31A22B,LF31A22-F38400,147,38400,0
LF31A22C,LF31A22-F38400,149,38400,0
LD31A23A,LD31A23-F37900,333,37900,0
LD31A23B,LD31A23-F37900,334,37900,0
LD31A23C,LD31A23-F37900,335,37900,0
LF31A23A,LF31A23-F38355,60,38355,0
LF31A23B,LF31A23-F38355,61,38355,0
LF31A23C,LF31A23-F38355,62,38355,0
LD31A24A,LD31A24-F37900,123,37900,0
LD31A24B,LD31A24-F37900,124,37900,0
LD31A24C,LD31A24-F37900,125,37900,0
LF31A24A,LF31A24-F38400,106,38400,0
LF31A24B,LF31A24-F38400,107,38400,0
LF31A24C,LF31A24-F38400,105,38400,0
LD31A25A,LD31A25-F37900,114,37900,0
LD31A25B,LD31A25-F37900,115,37900,0
LD31A25C,LD31A25-F37900,116,37900,0
LF31A25A,LF31A25-F38400,114,38400,0
LF31A25B,LF31A25-F38400,116,38400,0
LF31A25C,LF31A25-F38400,115,38400,0
LF31A26A,LF31A26-F38400,241,38400,0
LF31A26B,LF31A26-F38400,242,38400,0
LF31A26C,LF31A26-F38400,240,38400,0
LF31A27A,LF31A27-F38400,125,38400,0
LF31A27B,LF31A27-F38400,123,38400,0
LF31A27C,LF31A27-F38400,124,38400,0
LF31A28A,LF31A28-F38400,356,38400,0
LF31A28B,LF31A28-F38400,355,38400,0
LF31A28C,LF31A28-F38400,354,38400,0
LF31A29A,LF31A29-F38400,349,38400,0
LF31A29B,LF31A29-F38400,350,38400,0
LF31A29C,LF31A29-F38400,348,38400,0
LF31A30A,LF31A30-F38400,131,38400,0
LF31A30B,LF31A30-F38400,129,38400,0
LF31A30C,LF31A30-F38400,130,38400,0
LF31A31A,LF31A31-F38400,170,38400,0
LF31A31B,LF31A31-F38400,169,38400,0
LF31A31C,LF31A31-F38400,168,38400,0
LD31A32A,LD31A32-F37900,435,37900,0
LD31A32B,LD31A32-F37900,436,37900,0
LD31A32C,LD31A32-F37900,437,37900,0
LF31A32A,LF31A32-F38400,218,38400,0
LF31A32B,LF31A32-F38400,216,38400,0
LF31A32C,LF31A32-F38400,217,38400,0
LF31A33A,LF31A33-F38400,31,38400,0
LF31A33B,LF31A33-F38400,30,38400,0
LF31A33C,LF31A33-F38400,32,38400,0
LD31A34A,LD31A34-F37900,432,37900,0
LD31A34B,LD31A34-F37900,433,37900,0
LD31A34C,LD31A34-F37900,434,37900,0
LF31A34A,LF31A34-F38400,286,38400,0
LF31A34B,LF31A34-F38400,285,38400,0
LF31A34C,LF31A34-F38400,287,38400,0
LF31A35A,LF31A35-F38400,395,38400,0
LF31A35B,LF31A35-F38400,394,38400,0
LF31A35C,LF31A35-F38400,393,38400,0
LF31A36A,LF31A36-F38400,18,38400,0
LF31A36B,LF31A36-F38400,20,38400,0
LF31A36C,LF31A36-F38400,19,38400,0
LF31A37A,LF31A37-F38400,94,38400,0
LF31A37B,LF31A37-F38400,95,38400,0
LF31A37C,LF31A37-F38400,93,38400,0
LD31A38A,LD31A38-F37900,429,37900,0
LD31A38B,LD31A38-F37900,430,37900,0
LD31A38C,LD31A38-F37900,431,37900,0
LF31A38A,LF31A38-F38400,335,38400,0
LF31A38B,LF31A38-F38400,333,38400,0
LF31A38C,LF31A38-F38400,334,38400,0
LD31A39A,LDF31A39-F37900,362,37900,1
LD31A39B,LDF31A39-F38098,361,38098,1
LD31A39C,LDF31A39-F37900,361,37900,1
LF31A39A,LDF31A39-F38400,215,38400,1
LF31A39B,LDF31A39-F38400,213,38400,1
LF31A39C,LDF31A39-F38400,214,38400,1
LF31A40A,LF31A40-F38400,217,38400,0
LF31A40B,LF31A40-F38400,216,38400,0
LF31A40C,LF31A40-F38400,218,38400,0
LF31A41A,LF31A41-F38400,193,38400,0
LF31A41B,LF31A41-F38400,192,38400,0
LF31A41C,LF31A41-F38400,194,38400,0
LD31A42A,LD31A42-F37900,481,37900,0
LD31A42B,LD31A42-F37900,482,37900,0
LD31A42C,LD31A42-F37900,480,37900,0
LF31A42A,LF31A42-F38400,144,38400,0
LF31A42B,LF31A42-F38400,145,38400,0
LF31A42C,LF31A42-F38400,146,38400,0
LF31A43A,LF31A43-F38400,9,38400,0
LF31A43B,LF31A43-F38400,11,38400,0
LF31A43C,LF31A43-F38400,10,38400,0
LF31A44A,LF31A44-F38400,446,38400,0
LF31A44B,LF31A44-F38400,444,38400,0
LF31A44C,LF31A44-F38400,445,38400,0
LF31A45A,LF31A45-F38400,77,38400,0
LF31A45B,LF31A45-F38400,76,38400,0
LF31A45C,LF31A45-F38400,75,38400,0
LF31A46A,LF31A46-F38400,295,38400,0
LF31A46B,LF31A46-F38400,294,38400,0
LF31A46C,LF31A46-F38400,296,38400,0
LF31A47A,LF31A47-F38400,469,38400,0
LF31A47B,LF31A47-F38400,470,38400,0
LF31A47C,LF31A47-F38400,468,38400,0
LD31A48A,LD31A48-F37900,21,37900,0
LD31A48B,LD31A48-F37900,22,37900,0
LD31A48C,LD31A48-F37900,23,37900,0
LF31A48A,LF31A48-F38400,441,38400,0
LF31A48B,LF31A48-F38400,442,38400,0
LF31A48C,LF31A48-F38400,443,38400,0
LF31A49A,LF31A49-F38400,156,38400,0
LF31A49B,LF31A49-F38400,157,38400,0
LF31A49C,LF31A49-F38400,158,38400,0
LD31A50A,LDF31A50-F37900,263,37900,0
LD31A50B,LDF31A50-F37900,261,37900,0
LD31A50C,LDF31A50-F37900,262,37900,0
LF31A50A,LDF31A50-F38400,92,38400,0
LF31A50B,LDF31A50-F38400,91,38400,0
LF31A50C,LDF31A50-F38400,90,38400,0
LF31A51A,LF31A51-F38400,387,38400,0
LF31A51B,LF31A51-F38400,388,38400,0
LF31A51C,LF31A51-F38400,389,38400,0
LD31A52A,LD31A52-F37900,426,37900,0
LD31A52B,LD31A52-F37900,428,37900,0
LD31A52C,LD31A52-F37900,427,37900,0
LD31A52D,LD31A52-F38098,63,38098,0
LD31A52E,LD31A52-F38098,64,38098,0
LD31A52F,LD31A52-F38098,65,38098,0
LF31A52A,LF31A52-F38400,80,38400,0
LF31A52B,LF31A52-F38400,79,38400,0
LF31A52C,LF31A52-F38400,78,38400,0
LF31A53A,LF31A53-F38400,29,38400,0
LF31A53B,LF31A53-F38400,28,38400,0
LF31A53C,LF31A53-F38400,27,38400,0
LF31A54A,LDF31A54-F38400,137,38400,0
LF31A54B,LDF31A54-F38400,135,38400,0
LF31A54C,LDF31A54-F38400,136,38400,0
LD31A55A,LD31A55-F37900,153,37900,0
LD31A55B,LD31A55-F37900,154,37900,0
LD31A55C,LD31A55-F37900,155,37900,0
LF31A55A,LF31A55-F38400,403,38400,0
LF31A55B,LF31A55-F38400,402,38400,0
LF31A55C,LF31A55-F38400,404,38400,0
LF31A56A,LF31A56-F38400,243,38400,0
LF31A56B,LF31A56-F38400,244,38400,0
LF31A56C,LF31A56-F38400,245,38400,0
LD31A57A,LD31A57-F37900,132,37900,0
LD31A57B,LD31A57-F37900,133,37900,0
LD31A57C,LD31A57-F37900,134,37900,0
LF31A57A,LF31A57-F38355,438,38355,0
LF31A57B,LF31A57-F38355,439,38355,0
LF31A57C,LF31A57-F38355,440,38355,0
LD31A58A,LD31A58-F37900,83,37900,1
LD31A58B,LD31A58-F37900,82,37900,1
LD31A58C,LD31A58-F37900,81,37900,1
LD31A58D,LD31A58-F38098,262,38098,1
LD31A58E,LD31A58-F38098,263,38098,1
LD31A58F,LD31A58-F38098,261,38098,1
LF31A58A,LF31A58-F38400,51,38400,1
LF31A58B,LF31A58-F38400,52,38400,1
LF31A58C,LF31A58-F38400,53,38400,1
LD31A59A,LD31A59-F38098,266,38098,1
LD31A59B,LD31A59-F38098,265,38098,1
LD31A59C,LD31A59-F38098,264,38098,1
LF31A59A,LF31A59-F38400,339,38400,1
LF31A59B,LF31A59-F38400,340,38400,1
LF31A59C,LF31A59-F38400,341,38400,1
LF31A61A,LF31A61-F38400,463,38400,0
LF31A61B,LF31A61-F38400,462,38400,0
LF31A61C,LF31A61-F38400,464,38400,0
LF31A62A,LF31A62-F38400,231,38400,0
LF31A62B,LF31A62-F38400,232,38400,0
LF31A62C,LF31A62-F38400,233,38400,0
LF31A63A,LF31A63-F38400,371,38400,0
LF31A63B,LF31A63-F38400,370,38400,0
LF31A63C,LF31A63-F38400,369,38400,0
LF31A64A,LF31A64-F38400,426,38400,0
LF31A64B,LF31A64-F38400,428,38400,0
LF31A64C,LF31A64-F38400,427,38400,0
LF31A65A,LF31A65-F38400,256,38400,0
LF31A65B,LF31A65-F38400,255,38400,0
LF31A65C,LF31A65-F38400,257,38400,0
LD31A66A,LD31A66-F37900,495,37900,0
LD31A66B,LD31A66-F37900,496,37900,0
LD31A66C,LD31A66-F37900,497,37900,0
LF31A66A,LF31A66-F38400,6,38400,0
LF31A66B,LF31A66-F38400,7,38400,0
LF31A66C,LF31A66-F38400,8,38400,0
LF31A67A,LF31A67-F38355,474,38355,0
LF31A67B,LF31A67-F38355,475,38355,0
LF31A67C,LF31A67-F38355,476,38355,0
LF31A68A,LF31A68-F38400,27,38400,0
LF31A68B,LF31A68-F38400,28,38400,0
LF31A68C,LF31A68-F38400,29,38400,0
LD31A69A,LDF31A69-F37900,257,37900,0
LD31A69B,LDF31A69-F37900,256,37900,0
LD31A69C,LDF31A69-F37900,255,37900,0
LF31A69A,LDF31A69-F38400,151,38400,0
LF31A69B,LDF31A69-F38400,152,38400,0
LF31A69C,LDF31A69-F38400,150,38400,0
LF31A70A,LF31A70-F38400,230,38400,0
LF31A70B,LF31A70-F38400,228,38400,0
LF31A70C,LF31A70-F38400,229,38400,0
LF31A71A,LF31A71-F38400,291,38400,0
LF31A71B,LF31A71-F38400,293,38400,0
LF31A71C,LF31A71-F38400,292,38400,0
LF31A72A,LF31A72-F38400,364,38400,0
LF31A72B,LF31A72-F38400,365,38400,0
LF31A72C,LF31A72-F38400,363,38400,0
LD31A73A,LD31A73-F37900,72,37900,0
LD31A73B,LD31A73-F37900,73,37900,0
LD31A73C,LD31A73-F37900,74,37900,0
LF31A73A,LF31A73-F38400,354,38400,0
LF31A73B,LF31A73-F38400,355,38400,0
LF31A73C,LF31A73-F38400,356,38400,0
LD31A74A,LD31A74-F37900,357,37900,0
LD31A74B,LD31A74-F37900,358,37900,0
LD31A74C,LD31A74-F37900,359,37900,0
LD31A75A,LD31A75-F37900,289,37900,0
LD31A75B,LD31A75-F37900,290,37900,0
LD31A75C,LD31A75-F37900,288,37900,0
LF31A75A,LF31A75-F38400,184,38400,0
LF31A75B,LF31A75-F38400,183,38400,0
LF31A75C,LF31A75-F38400,185,38400,0
LD31A76A,LD31A76-F37900,432,37900,0
LD31A76B,LD31A76-F37900,433,37900,0
LD31A76C,LD31A76-F37900,434,37900,0
LF31A76A,LF31A76-F38400,269,38400,0
LF31A76B,LF31A76-F38400,268,38400,0
LF31A76C,LF31A76-F38400,267,38400,0
LF31A77A,LF31A77-F38400,141,38400,0
LF31A77B,LF31A77-F38400,143,38400,0
LF31A77C,LF31A77-F38400,142,38400,0
LF31A78A,LF31A78-F38400,387,38400,0
LF31A78B,LF31A78-F38400,389,38400,0
LF31A78C,LF31A78-F38400,388,38400,0
LD31A79A,LD31A79-F37900,21,37900,0
LD31A79B,LD31A79-F37900,22,37900,0
LD31A79C,LD31A79-F37900,23,37900,0
LF31A79A,LF31A79-F38400,241,38400,0
LF31A79B,LF31A79-F38400,242,38400,0
LF31A79C,LF31A79-F38400,240,38400,0
LF31A80A,LF31A80-F38400,420,38400,0
LF31A80B,LF31A80-F38400,422,38400,0
LF31A80C,LF31A80-F38400,421,38400,0
LD31A82A,LD31A82-F37900,376,37900,0
LD31A82B,LD31A82-F37900,375,37900,0
LD31A82C,LD31A82-F37900,377,37900,0
LF31A83A,LF31A83-F38400,471,38400,0
LF31A83B,LF31A83-F38400,473,38400,0
LF31A83C,LF31A83-F38400,472,38400,0
LF31A84A,LF31A84-F38400,184,38400,0
LF31A84B,LF31A84-F38400,183,38400,0
LF31A84C,LF31A84-F38400,185,38400,0
LF31A85A,LF31A85-F38400,219,38400,0
LF31A85B,LF31A85-F38400,221,38400,0
LF31A85C,LF31A85-F38400,220,38400,0
LF31A86A,LF31A86-F38400,292,38400,0
LF31A86B,LF31A86-F38400,293,38400,0
LF31A86C,LF31A86-F38400,291,38400,0
LF31A87A,LF31A87-F38400,150,38400,0
LF31A87B,LF31A87-F38400,152,38400,0
LF31A87C,LF31A87-F38400,151,38400,0
LD31A88A,LD31A88-F37900,244,37900,0
LD31A88B,LD31A88-F37900,243,37900,0
LF31A88A,LF31A88-F38400,32,38400,0
LF31A88B,LF31A88-F38400,30,38400,0
LD31A89A,LDF31A89-F37900,503,37900,1
LD31A89B,LDF31A89-F37900,501,37900,1
LD31A89C,LDF31A89-F37900,502,37900,1
LD31A89D,LDF31A89-F38098,6,38098,1
LD31A89E,LDF31A89-F38098,7,38098,1
LD31A89F,LDF31A89-F38098,8,38098,1
LD31A89G,LDF31A89-F40936,21,40936,1
LD31A89H,LDF31A89-F40936,22,40936,1
LD31A89I,LDF31A89-F40936,23,40936,1
LF31A89A,LF31A89-F38400,500,38400,1
LF31A89B,LF31A89-F38400,499,38400,1
LF31A89C,LF31A89-F38400,498,38400,1
LF31A89D,LF31A89-F38544,306,38544,1
LF31A89E,LF31A89-F38544,308,38544,1
LF31A89F,LF31A89-F38544,307,38544,1
LD31A90A,LD31A90-F38098,17,38098,1
LD31A90B,LD31A90-F37900,16,37900,1
LD31A90C,LD31A90-F37900,15,37900,1
LF31A90A,LF31A90-F38400,276,38400,1
LF31A90B,LF31A90-F38400,277,38400,1
LF31A90C,LF31A90-F38400,278,38400,1
LD31A91A,LDF31A91-F37900,356,37900,1
LD31A91B,LDF31A91-F37900,354,37900,1
LD31A91C,LDF31A91-F37900,355,37900,1
LD31A91D,LDF31A91-F38098,11,38098,1
LD31A91E,LDF31A91-F38098,9,38098,1
LD31A91F,LDF31A91-F38098,10,38098,1
LD31A92A,LDF31A92-F37900,202,37900,1
LD31A92B,LDF31A92-F37900,203,37900,1
LD31A92C,LDF31A92-F37900,201,37900,1
LD31A92D,LDF31A92-F38098,197,38098,1
LD31A92E,LDF31A92-F38098,196,38098,1
LD31A92F,LDF31A92-F38098,195,38098,1
LF31A92A,LF31A92-F38400,496,38400,1
LF31A92B,LF31A92-F38400,497,38400,1
LF31A92C,LF31A92-F38400,495,38400,1
LD31A93A,LDF31A93-F37900,149,37900,1
LD31A93B,LDF31A93-F37900,148,37900,1
LD31A93C,LDF31A93-F37900,147,37900,1
LD31A93D,LDF31A93-F38098,498,38098,1
LD31A93E,LDF31A93-F38098,499,38098,1
LD31A93F,LDF31A93-F38098,500,38098,1
LD31A93G,LDF31A93-F40936,9,40936,1
LD31A93H,LDF31A93-F40936,10,40936,1
LD31A93I,LDF31A93-F40936,11,40936,1
LF31A93A,LF31A93-F38400,349,38400,1
LF31A93B,LF31A93-F38400,348,38400,1
LF31A93C,LF31A93-F38400,350,38400,1
LF31A93D,LF31A93-F38544,127,38544,1
LF31A93E,LF31A93-F38544,126,38544,1
LF31A93F,LF31A93-F38544,128,38544,1
LD31A94A,LDF31A94-F37900,351,37900,0
LD31A94B,LDF31A94-F37900,352,37900,0
LD31A94C,LDF31A94-F37900,353,37900,0
LD31A94D,LDF31A94-F38098,23,38098,0
LD31A94E,LDF31A94-F38098,21,38098,0
LD31A94F,LDF31A94-F38098,22,38098,0
LF31A94A,LF31A94-F38400,136,38400,0
LF31A94B,LF31A94-F38400,135,38400,0
LF31A94C,LF31A94-F38400,137,38400,0
LD31A95A,LDF31A95-F37900,408,37900,1
LD31A95B,LDF31A95-F37900,410,37900,1
LD31A95C,LDF31A95-F37900,409,37900,1
LD31A95D,LDF31A95-F38098,24,38098,1
LD31A95E,LDF31A95-F38098,26,38098,1
LD31A95F,LDF31A95-F38098,25,38098,1
LF31A95A,LF31A95-F38400,484,38400,1
LF31A95B,LF31A95-F38400,483,38400,1
LF31A95C,LF31A95-F38400,485,38400,1
LD31A96A,LDF31A96-F37900,463,37900,0
LD31A96B,LDF31A96-F37900,462,37900,0
LD31A96C,LDF31A96-F37900,464,37900,0
LD31A96E,LDF31A96-F38098,27,38098,0
LD31A96F,LDF31A96-F38098,29,38098,0
LF31A96A,LF31A96-F38400,488,38400,0
LF31A96B,LF31A96-F38400,486,38400,0
LF31A96C,LF31A96-F38400,487,38400,0
LD31A97A,LD31A97-F37900,275,37900,0
LD31A97B,LD31A97-F37900,274,37900,0
LD31A97C,LD31A97-F37900,273,37900,0
LF31A97A,LF31A97-F38400,479,38400,0
LF31A97B,LF31A97-F38400,478,38400,0
LF31A97C,LF31A97-F38400,477,38400,0
LD31A98A,LD31A98-F37900,228,37900,0
LD31A98B,LD31A98-F37900,229,37900,0
LD31A98C,LD31A98-F37900,230,37900,0
LF31A98A,LF31A98-F38544,174,38544,0
LF31A98B,LF31A98-F38544,175,38544,0
LF31A98C,LF31A98-F38544,176,38544,0
LD31B01A,LD31B01-F37900,243,37900,0
LD31B01B,LD31B01-F37900,244,37900,0
LD31B01C,LD31B01-F37900,245,37900,0
LF31B01A,LF31B01-F38400,102,38400,0
LF31B01B,LF31B01-F38400,104,38400,0
LF31B01C,LF31B01-F38400,103,38400,0
LF31B02A,LF31B02-F38400,289,38400,0
LF31B02B,LF31B02-F38400,290,38400,0
LF31B02C,LF31B02-F38400,288,38400,0
LF31B03A,LF31B03-F38400,116,38400,0
LF31B03B,LF31B03-F38400,114,38400,0
LF31B03C,LF31B03-F38400,115,38400,0
LF31B04A,LF31B04-F38400,198,38400,0
LF31B04B,LF31B04-F38400,199,38400,0
LF31B04C,LF31B04-F38400,200,38400,0
LF31B05A,LF31B05-F38400,431,38400,0
LF31B05B,LF31B05-F38400,430,38400,0
LF31B05C,LF31B05-F38400,429,38400,0
LF31B06A,LF31B06-F38400,241,38400,0
LF31B06B,LF31B06-F38400,242,38400,0
LF31B06C,LF31B06-F38400,240,38400,0
LF31B07A,LF31B07-F38400,173,38400,0
LF31B07B,LF31B07-F38400,172,38400,0
LF31B07C,LF31B07-F38400,171,38400,0
LF31B08A,LF31B08-F38400,498,38400,0
LF31B08B,LF31B08-F38400,500,38400,0
LF31B08C,LF31B08-F38400,499,38400,0
LF31B09A,LF31B09-F38400,4,38400,0
LF31B09B,LF31B09-F38400,5,38400,0
LF31B09C,LF31B09-F38400,3,38400,0
LF31B10A,LF31B10-F38400,154,38400,0
LF31B10B,LF31B10-F38400,153,38400,0
LF31B10C,LF31B10-F38400,155,38400,0
LD31B11A,LDF31B11-F37900,23,37900,0
LD31B11B,LDF31B11-F37900,21,37900,0
LD31B11C,LDF31B11-F37900,22,37900,0
LD31B11D,LDF31B11-F38098,77,38098,0
LD31B11E,LDF31B11-F38098,76,38098,0
LD31B11F,LDF31B11-F38098,75,38098,0
LF31B11A,LF31B11-F38400,159,38400,0
LF31B11B,LF31B11-F38400,161,38400,0
LF31B11C,LF31B11-F38400,160,38400,0
LD31B12A,LD31B12-F37900,71,37900,0
LD31B12B,LD31B12-F37900,70,37900,0
LD31B12E,LD31B12-F38098,103,38098,0
LF31B12A,LDF31B12-F38400,333,38400,0
LF31B12B,LDF31B12-F38400,334,38400,0
LF31B12C,LDF31B12-F38400,335,38400,0
LD31B13A,LD31B13-F37900,102,37900,0
LD31B13B,LD31B13-F37900,103,37900,0
LD31B13C,LD31B13-F37900,104,37900,0
LF31B13A,LF31B13-F38355,140,38355,0
LF31B13B,LF31B13-F38400,138,38400,0
LF31B13C,LF31B13-F38400,139,38400,0
LF31B14A,LF31B14-F38355,129,38355,0
LF31B14B,LF31B14-F38355,130,38355,0
LF31B14C,LF31B14-F38400,131,38400,0
LF31B15A,LF31B15-F38400,144,38400,0
LF31B15B,LF31B15-F38400,145,38400,0
LF31B15C,LF31B15-F38400,146,38400,0
LD31B16A,LD31B16-F37900,120,37900,0
LD31B16B,LD31B16-F37900,121,37900,0
LD31B16C,LD31B16-F37900,122,37900,0
LF31B16A,LF31B16-F38400,347,38400,0
LF31B16B,LF31B16-F38400,346,38400,0
LF31B16C,LF31B16-F38400,345,38400,0
LF31B17A,LF31B17-F38400,445,38400,0
LF31B17B,LF31B17-F38400,446,38400,0
LF31B17C,LF31B17-F38400,444,38400,0
LF31B18A,LF31B18-F38400,186,38400,0
LF31B18B,LF31B18-F38400,187,38400,0
LF31B18C,LF31B18-F38400,188,38400,0
LF31B19A,LF31B19-F38400,195,38400,0
LF31B19B,LF31B19-F38400,196,38400,0
LF31B19C,LF31B19-F38400,197,38400,0
LD31B20A,LDF31B20-F37900,254,37900,0
LD31B20B,LDF31B20-F37900,253,37900,0
LD31B20C,LDF31B20-F38098,252,38098,0
LF31B20A,LDF31B20-F38400,431,38400,0
LF31B20B,LDF31B20-F38400,430,38400,0
LF31B20C,LDF31B20-F38400,429,38400,0
LD31B21A,LD31B21-F37900,183,37900,0
LD31B21B,LD31B21-F37900,184,37900,0
LD31B21C,LD31B21-F37900,185,37900,0
LF31B21A,LF31B21-F38400,3,38400,0
LF31B21B,LF31B21-F38400,4,38400,0
LF31B21C,LF31B21-F38400,5,38400,0
LF31B22A,LF31B22-F38400,459,38400,0
LF31B22B,LF31B22-F38400,461,38400,0
LF31B22C,LF31B22-F38400,460,38400,0
LF31B23A,LF31B23-F38400,332,38400,0
LF31B23B,LF31B23-F38400,331,38400,0
LF31B23C,LF31B23-F38400,330,38400,0
LD31B24A,LD31B24-F37900,33,37900,0
LD31B24B,LD31B24-F37900,35,37900,0
LD31B24C,LD31B24-F37900,34,37900,0
LF31B24A,LF31B24-F38400,129,38400,0
LF31B24B,LF31B24-F38400,130,38400,0
LF31B24C,LF31B24-F38400,131,38400,0
LF31B25A,LF31B25-F38400,159,38400,0
LF31B25B,LF31B25-F38400,160,38400,0
LF31B25C,LF31B25-F38400,161,38400,0
LF31B26A,LF31B26-F38400,484,38400,0
LF31B26B,LF31B26-F38400,485,38400,0
LF31B26C,LF31B26-F38400,483,38400,0
LF31B27A,LF31B27-F38400,453,38400,0
LF31B27B,LF31B27-F38400,454,38400,0
LF31B27C,LF31B27-F38400,455,38400,0
LD31B28A,LDF31B28-F37900,376,37900,0
LD31B28B,LDF31B28-F37900,375,37900,0
LD31B28C,LDF31B28-F37900,377,37900,0
LF31B28A,LDF31B28-F38400,354,38400,0
LF31B28B,LDF31B28-F38400,356,38400,0
LF31B28C,LDF31B28-F38400,355,38400,0
LF31B29A,LF31B29-F38400,29,38400,0
LF31B29B,LF31B29-F38400,27,38400,0
LF31B29C,LF31B29-F38400,28,38400,0
LF31B30A,LF31B30-F38400,226,38400,0
LF31B30B,LF31B30-F38400,227,38400,0
LF31B30C,LF31B30-F38400,225,38400,0
LF31B31A,LF31B31-F38400,216,38400,0
LF31B31B,LF31B31-F38400,217,38400,0
LF31B31C,LF31B31-F38400,218,38400,0
LD31B32A,LD31B32-F37900,42,37900,0
LD31B32B,LD31B32-F37900,43,37900,0
LD31B32C,LD31B32-F37900,44,37900,0
LF31B32A,LF31B32-F38400,235,38400,0
LF31B32B,LF31B32-F38400,236,38400,0
LF31B32C,LF31B32-F38400,234,38400,0
LF31B33A,LF31B33-F38400,219,38400,0
LF31B33B,LF31B33-F38400,220,38400,0
LF31B33C,LF31B33-F38400,221,38400,0
LF31B34A,LF31B34-F38400,0,38400,0
LF31B34B,LF31B34-F38400,1,38400,0
LF31B34C,LF31B34-F38400,2,38400,0
LF31B35A,LF31B35-F38400,27,38400,0
LF31B35B,LF31B35-F38400,28,38400,0
LF31B35C,LF31B35-F38400,29,38400,0
LF31B36A,LF31B36-F38400,111,38400,0
LF31B36B,LF31B36-F38400,112,38400,0
LF31B36C,LF31B36-F38400,113,38400,0
LF31B37A,LF31B37-F38400,460,38400,0
LF31B37B,LF31B37-F38400,459,38400,0
LF31B37C,LF31B37-F38400,461,38400,0
LD31B38A,LD31B38-F37900,318,37900,0
LD31B38B,LD31B38-F37900,319,37900,0
LD31B38C,LD31B38-F37900,320,37900,0
LF31B38A,LF31B38-F38400,251,38400,0
LF31B38B,LF31B38-F38400,250,38400,0
LF31B38C,LF31B38-F38400,249,38400,0
LD31B39A,LD31B39-F37900,175,37900,0
LD31B39B,LD31B39-F37900,174,37900,0
